bundle_index,trace_id,from_node,to_node,payload_size,send_size,delivery_status,delivery_latency_ms,hop_count,queue_delay_ms,contact_duration_s,module_inference_latency_ms
0,ml_rate_low-b0000,1,5,256,289,received,37.464,1,0.0,3600.0,0.694
1,ml_rate_low-b0001,1,5,256,289,received,37.99,1,0.0,3600.0,0.366
2,ml_rate_low-b0002,1,5,256,289,received,34.988,1,0.0,3600.0,6.828
3,ml_rate_low-b0003,1,5,256,289,received,39.181,1,0.0,3600.0,1.342
