timestamp,node_id,cpu_percent,rss_bytes,process_count
1779341198.6872003,1,0.0,65789952,21
1779341198.6872003,2,0.0,3215360,1
1779341198.6872003,3,0.0,3231744,1
1779341198.6872003,4,0.0,3325952,1
1779341198.6872003,5,0.0,3325952,1
1779341198.6872003,6,0.0,3248128,1
1779341198.6872003,7,0.0,3325952,1
1779341200.2304566,1,0.6,65789952,21
1779341200.2304566,2,0.0,3215360,1
1779341200.2304566,3,0.0,3231744,1
1779341200.2304566,4,0.0,3325952,1
1779341200.2304566,5,0.0,3325952,1
1779341200.2304566,6,0.0,3248128,1
1779341200.2304566,7,0.0,3325952,1
1779341201.6138587,1,0.6,66285568,21
1779341201.6138587,2,0.0,3215360,1
1779341201.6138587,3,0.0,3231744,1
1779341201.6138587,4,0.0,3325952,1
1779341201.6138587,5,0.0,3325952,1
1779341201.6138587,6,0.0,3248128,1
1779341201.6138587,7,0.0,3493888,1
1779341203.0135188,1,0.0,66289664,21
1779341203.0135188,2,0.0,3215360,1
1779341203.0135188,3,0.0,3231744,1
1779341203.0135188,4,0.0,3325952,1
1779341203.0135188,5,0.0,3325952,1
1779341203.0135188,6,0.0,3248128,1
1779341203.0135188,7,0.0,3493888,1
1779341204.4153008,1,0.0,66289664,21
1779341204.4153008,2,0.0,3215360,1
1779341204.4153008,3,0.0,3231744,1
1779341204.4153008,4,0.0,3325952,1
1779341204.4153008,5,0.0,3325952,1
1779341204.4153008,6,0.0,3248128,1
1779341204.4153008,7,0.0,3493888,1
1779341205.850896,1,0.0,66289664,21
1779341205.850896,2,0.0,3215360,1
1779341205.850896,3,0.0,3231744,1
1779341205.850896,4,0.0,3325952,1
1779341205.850896,5,0.0,3325952,1
1779341205.850896,6,0.0,3248128,1
1779341205.850896,7,0.0,3493888,1
1779341207.2329752,1,0.0,66289664,21
1779341207.2329752,2,0.0,3215360,1
1779341207.2329752,3,0.0,3231744,1
1779341207.2329752,4,0.0,3325952,1
1779341207.2329752,5,0.0,3325952,1
1779341207.2329752,6,0.0,3248128,1
1779341207.2329752,7,0.0,3493888,1
