timestamp,node_id,cpu_percent,rss_bytes,process_count
1779340081.7960348,1,0.0,0,0
1779340081.7960348,2,0.0,0,0
1779340081.7960348,3,0.0,0,0
1779340120.6590343,1,0.0,39936000,13
1779340120.6590343,2,0.0,3284992,1
1779340120.6590343,3,0.0,3264512,1
1779340121.95756,1,0.0,39936000,13
1779340121.95756,2,0.0,3284992,1
1779340121.95756,3,0.0,3264512,1
1779340123.1572874,1,0.8,40386560,13
1779340123.1572874,2,0.0,3284992,1
1779340123.1572874,3,0.0,3424256,1
1779340124.3883436,1,0.0,40390656,13
1779340124.3883436,2,0.0,3284992,1
1779340124.3883436,3,0.0,3424256,1
1779340125.6189983,1,0.0,40390656,13
1779340125.6189983,2,0.0,3284992,1
1779340125.6189983,3,0.0,3424256,1
1779340126.878438,1,0.0,40390656,13
1779340126.878438,2,0.0,3284992,1
1779340126.878438,3,0.0,3424256,1
1779340128.0402548,1,0.0,40390656,13
1779340128.0402548,2,0.0,3284992,1
1779340128.0402548,3,0.0,3424256,1
1779340129.2222495,1,0.0,40390656,13
1779340129.2222495,2,0.0,3284992,1
1779340129.2222495,3,0.0,3424256,1
1779340130.5467343,1,0.0,40390656,13
1779340130.5467343,2,0.0,3284992,1
1779340130.5467343,3,0.0,3424256,1
1779340131.746804,1,0.0,40390656,13
1779340131.746804,2,0.0,3284992,1
1779340131.746804,3,0.0,3424256,1
1779340132.9739845,1,0.0,40390656,13
1779340132.9739845,2,0.0,3284992,1
1779340132.9739845,3,0.0,3424256,1
1779340134.6330578,1,0.0,40390656,13
1779340134.6330578,2,0.0,3284992,1
1779340134.6330578,3,0.0,3424256,1
1779340135.8938055,1,0.0,40402944,13
1779340135.8938055,2,0.0,3284992,1
1779340135.8938055,3,0.0,3428352,1
1779340137.3595977,1,0.0,40402944,13
1779340137.3595977,2,0.0,3284992,1
1779340137.3595977,3,0.0,3428352,1
1779340138.6326406,1,0.0,40402944,13
1779340138.6326406,2,0.0,3284992,1
1779340138.6326406,3,0.0,3428352,1
1779340139.8520648,1,0.0,40402944,13
1779340139.8520648,2,0.0,3284992,1
1779340139.8520648,3,0.0,3428352,1
1779340141.1556623,1,0.0,40402944,13
1779340141.1556623,2,0.0,3284992,1
1779340141.1556623,3,0.0,3428352,1
1779340142.4209328,1,0.0,40402944,13
1779340142.4209328,2,0.0,3284992,1
1779340142.4209328,3,0.0,3428352,1
1779340143.6227036,1,0.0,40402944,13
1779340143.6227036,2,0.0,3284992,1
1779340143.6227036,3,0.0,3428352,1
1779340145.1566381,1,0.0,40402944,13
1779340145.1566381,2,0.0,3284992,1
1779340145.1566381,3,0.0,3428352,1
1779340146.4035265,1,0.7,40402944,13
1779340146.4035265,2,0.0,3284992,1
1779340146.4035265,3,0.0,3428352,1
1779340147.9688957,1,0.0,40402944,13
1779340147.9688957,2,0.0,3284992,1
1779340147.9688957,3,0.0,3428352,1
1779340149.634625,1,0.0,40402944,13
1779340149.634625,2,0.0,3284992,1
1779340149.634625,3,0.0,3428352,1
