bundle_index,trace_id,from_node,to_node,payload_size,send_size,delivery_status,delivery_latency_ms,hop_count,queue_delay_ms,contact_duration_s,module_inference_latency_ms
0,scalability_star_5-b0000,1,5,256,296,received,46.525,1,0.0,3600.0,0.0
1,scalability_star_5-b0001,1,5,256,296,received,30.801,1,0.0,3600.0,0.0
2,scalability_star_5-b0002,1,5,256,296,received,40.439,1,0.0,3600.0,0.0
