timestamp,node_id,cpu_percent,rss_bytes,process_count
1779341093.87775,1,0.0,52781056,17
1779341093.87775,2,0.0,3268608,1
1779341093.87775,3,0.0,3235840,1
1779341093.87775,4,0.0,3330048,1
1779341093.87775,5,0.0,3239936,1
1779341095.214068,1,0.0,52781056,17
1779341095.214068,2,0.0,3268608,1
1779341095.214068,3,0.0,3235840,1
1779341095.214068,4,0.0,3330048,1
1779341095.214068,5,0.0,3239936,1
1779341096.5350206,1,0.0,53149696,17
1779341096.5350206,2,0.0,3268608,1
1779341096.5350206,3,0.0,3235840,1
1779341096.5350206,4,0.0,3330048,1
1779341096.5350206,5,0.0,3428352,1
1779341097.9250581,1,0.0,53153792,17
1779341097.9250581,2,0.0,3268608,1
1779341097.9250581,3,0.0,3235840,1
1779341097.9250581,4,0.0,3330048,1
1779341097.9250581,5,0.0,3428352,1
1779341099.2075396,1,0.8,53157888,17
1779341099.2075396,2,0.0,3268608,1
1779341099.2075396,3,0.0,3235840,1
1779341099.2075396,4,0.0,3330048,1
1779341099.2075396,5,0.0,3428352,1
1779341100.4837742,1,0.0,53166080,17
1779341100.4837742,2,0.0,3268608,1
1779341100.4837742,3,0.0,3235840,1
1779341100.4837742,4,0.0,3330048,1
1779341100.4837742,5,0.0,3428352,1
1779341101.766684,1,0.0,53166080,17
1779341101.766684,2,0.0,3268608,1
1779341101.766684,3,0.0,3235840,1
1779341101.766684,4,0.0,3330048,1
1779341101.766684,5,0.0,3428352,1
