experiment,topology,node_count,bundle_count,bundle_size,bundle_rate_per_s,delivery_ratio,avg_delivery_latency_ms,avg_contact_creation_latency_ms,routing_overhead_commands,avg_dashboard_latency_ms,avg_cpu_percent,avg_rss_mb,throughput_bps,avg_module_inference_latency_ms
smoke_star_3,star,3,2,128,2.0,1.0,44.3845,11.569,24,0.0,0.033333,13.065592,631.22983,0.0
