timestamp,node_id,cpu_percent,rss_bytes,process_count
1779341631.2796135,1,0.0,0,0
1779341631.2796135,2,0.0,0,0
1779341631.2796135,3,0.0,0,0
1779341631.2796135,4,0.0,0,0
1779341631.2796135,5,0.0,0,0
1779341680.771669,1,0.0,52936704,17
1779341680.771669,2,0.0,3227648,1
1779341680.771669,3,0.0,3325952,1
1779341680.771669,4,0.0,3289088,1
1779341680.771669,5,0.0,3313664,1
1779341682.0430102,1,0.0,52936704,17
1779341682.0430102,2,0.0,3227648,1
1779341682.0430102,3,0.0,3325952,1
1779341682.0430102,4,0.0,3289088,1
1779341682.0430102,5,0.0,3313664,1
1779341683.3277977,1,0.0,53493760,17
1779341683.3277977,2,0.0,3227648,1
1779341683.3277977,3,0.0,3325952,1
1779341683.3277977,4,0.0,3289088,1
1779341683.3277977,5,0.0,3497984,1
1779341684.6403508,1,0.0,53497856,17
1779341684.6403508,2,0.0,3227648,1
1779341684.6403508,3,0.0,3325952,1
1779341684.6403508,4,0.0,3289088,1
1779341684.6403508,5,0.0,3497984,1
1779341686.0412278,1,0.0,53510144,17
1779341686.0412278,2,0.0,3227648,1
1779341686.0412278,3,0.0,3325952,1
1779341686.0412278,4,0.0,3289088,1
1779341686.0412278,5,0.0,3497984,1
1779341687.3509686,1,0.0,53514240,17
1779341687.3509686,2,0.0,3227648,1
1779341687.3509686,3,0.0,3325952,1
1779341687.3509686,4,0.0,3289088,1
1779341687.3509686,5,0.0,3502080,1
1779341688.6705143,1,1.6,53514240,17
1779341688.6705143,2,0.0,3227648,1
1779341688.6705143,3,0.0,3325952,1
1779341688.6705143,4,0.0,3289088,1
1779341688.6705143,5,0.8,3502080,1
1779341689.9349685,1,0.0,53514240,17
1779341689.9349685,2,0.0,3227648,1
1779341689.9349685,3,0.0,3325952,1
1779341689.9349685,4,0.0,3289088,1
1779341689.9349685,5,0.0,3502080,1
