timestamp,node_id,cpu_percent,rss_bytes,process_count
1779341537.8246055,1,0.0,0,0
1779341537.8246055,2,0.0,0,0
1779341537.8246055,3,0.0,0,0
1779341537.8246055,4,0.0,0,0
1779341537.8246055,5,0.0,0,0
1779341587.2063627,1,0.0,52961280,17
1779341587.2063627,2,0.0,3293184,1
1779341587.2063627,3,0.0,3325952,1
1779341587.2063627,4,0.0,3231744,1
1779341587.2063627,5,0.0,3239936,1
1779341588.4974637,1,0.0,52961280,17
1779341588.4974637,2,0.0,3293184,1
1779341588.4974637,3,0.0,3325952,1
1779341588.4974637,4,0.0,3231744,1
1779341588.4974637,5,0.0,3239936,1
1779341589.815745,1,0.0,53403648,17
1779341589.815745,2,0.0,3293184,1
1779341589.815745,3,0.0,3325952,1
1779341589.815745,4,0.0,3231744,1
1779341589.815745,5,0.8,3424256,1
1779341591.0695827,1,0.0,53411840,17
1779341591.0695827,2,0.0,3293184,1
1779341591.0695827,3,0.0,3325952,1
1779341591.0695827,4,0.0,3231744,1
1779341591.0695827,5,0.0,3428352,1
1779341592.388215,1,0.0,53411840,17
1779341592.388215,2,0.0,3293184,1
1779341592.388215,3,0.0,3325952,1
1779341592.388215,4,0.0,3231744,1
1779341592.388215,5,0.0,3428352,1
1779341593.7281508,1,0.0,53424128,17
1779341593.7281508,2,0.0,3293184,1
1779341593.7281508,3,0.0,3325952,1
1779341593.7281508,4,0.0,3231744,1
1779341593.7281508,5,0.0,3432448,1
1779341594.9967282,1,0.0,53424128,17
1779341594.9967282,2,0.0,3293184,1
1779341594.9967282,3,0.0,3325952,1
1779341594.9967282,4,0.0,3231744,1
1779341594.9967282,5,0.0,3432448,1
1779341596.2735133,1,0.0,53424128,17
1779341596.2735133,2,0.0,3293184,1
1779341596.2735133,3,0.0,3325952,1
1779341596.2735133,4,0.0,3231744,1
1779341596.2735133,5,0.0,3432448,1
