bundle_index,trace_id,from_node,to_node,payload_size,send_size,delivery_status,delivery_latency_ms,hop_count,queue_delay_ms,contact_duration_s,module_inference_latency_ms
0,throughput_size_128-b0000,1,5,128,169,received,72.852,1,4.791,3600.0,0.0
1,throughput_size_128-b0001,1,5,128,169,received,41.781,1,4.791,3600.0,0.0
2,throughput_size_128-b0002,1,5,128,169,received,56.492,1,4.791,3600.0,0.0
3,throughput_size_128-b0003,1,5,128,169,received,54.225,1,4.791,3600.0,0.0
