bundle_index,trace_id,from_node,to_node,payload_size,send_size,delivery_status,delivery_latency_ms,hop_count,queue_delay_ms,contact_duration_s,module_inference_latency_ms
0,throughput_size_1024-b0000,1,5,1024,1066,received,46.041,1,0.0,3600.0,0.0
1,throughput_size_1024-b0001,1,5,1024,1066,received,50.19,1,0.0,3600.0,0.0
2,throughput_size_1024-b0002,1,5,1024,1066,received,38.401,1,0.0,3600.0,0.0
3,throughput_size_1024-b0003,1,5,1024,1066,received,58.672,1,0.0,3600.0,0.0
